trial_id,morph_method,direction,morph_path,known_path,hidden_path,known_id,hidden_id,source_a_id,source_b_id
OpenCV_039_08_vs_118_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/039_08-vs-118_08.jpg,MAD22/original_sorted/BonaFide/118_08.jpg,MAD22/original_sorted/BonaFide/039_08.jpg,118_08,039_08,039_08,118_08
OpenCV_039_08_vs_124_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/039_08-vs-124_08.jpg,MAD22/original_sorted/BonaFide/039_08.jpg,MAD22/original_sorted/BonaFide/124_08.jpg,039_08,124_08,039_08,124_08
OpenCV_039_08_vs_124_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/039_08-vs-124_08.jpg,MAD22/original_sorted/BonaFide/124_08.jpg,MAD22/original_sorted/BonaFide/039_08.jpg,124_08,039_08,039_08,124_08
OpenCV_039_08_vs_139_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/039_08-vs-139_08.jpg,MAD22/original_sorted/BonaFide/039_08.jpg,MAD22/original_sorted/BonaFide/139_08.jpg,039_08,139_08,039_08,139_08
OpenCV_039_08_vs_139_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/039_08-vs-139_08.jpg,MAD22/original_sorted/BonaFide/139_08.jpg,MAD22/original_sorted/BonaFide/039_08.jpg,139_08,039_08,039_08,139_08
OpenCV_039_08_vs_144_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/039_08-vs-144_08.jpg,MAD22/original_sorted/BonaFide/039_08.jpg,MAD22/original_sorted/BonaFide/144_08.jpg,039_08,144_08,039_08,144_08
OpenCV_039_08_vs_144_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/039_08-vs-144_08.jpg,MAD22/original_sorted/BonaFide/144_08.jpg,MAD22/original_sorted/BonaFide/039_08.jpg,144_08,039_08,039_08,144_08
OpenCV_041_03_vs_123_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/041_03-vs-123_03.jpg,MAD22/original_sorted/BonaFide/041_03.jpg,MAD22/original_sorted/BonaFide/123_03.jpg,041_03,123_03,041_03,123_03
OpenCV_041_03_vs_123_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/041_03-vs-123_03.jpg,MAD22/original_sorted/BonaFide/123_03.jpg,MAD22/original_sorted/BonaFide/041_03.jpg,123_03,041_03,041_03,123_03
OpenCV_041_03_vs_137_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/041_03-vs-137_03.jpg,MAD22/original_sorted/BonaFide/041_03.jpg,MAD22/original_sorted/BonaFide/137_03.jpg,041_03,137_03,041_03,137_03
OpenCV_041_03_vs_137_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/041_03-vs-137_03.jpg,MAD22/original_sorted/BonaFide/137_03.jpg,MAD22/original_sorted/BonaFide/041_03.jpg,137_03,041_03,041_03,137_03
OpenCV_041_03_vs_138_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/041_03-vs-138_03.jpg,MAD22/original_sorted/BonaFide/041_03.jpg,MAD22/original_sorted/BonaFide/138_03.jpg,041_03,138_03,041_03,138_03
OpenCV_041_03_vs_138_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/041_03-vs-138_03.jpg,MAD22/original_sorted/BonaFide/138_03.jpg,MAD22/original_sorted/BonaFide/041_03.jpg,138_03,041_03,041_03,138_03
OpenCV_041_03_vs_143_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/041_03-vs-143_03.jpg,MAD22/original_sorted/BonaFide/041_03.jpg,MAD22/original_sorted/BonaFide/143_03.jpg,041_03,143_03,041_03,143_03
OpenCV_041_03_vs_143_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/041_03-vs-143_03.jpg,MAD22/original_sorted/BonaFide/143_03.jpg,MAD22/original_sorted/BonaFide/041_03.jpg,143_03,041_03,041_03,143_03
OpenCV_041_03_vs_173_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/041_03-vs-173_03.jpg,MAD22/original_sorted/BonaFide/041_03.jpg,MAD22/original_sorted/BonaFide/173_03.jpg,041_03,173_03,041_03,173_03
OpenCV_041_03_vs_173_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/041_03-vs-173_03.jpg,MAD22/original_sorted/BonaFide/173_03.jpg,MAD22/original_sorted/BonaFide/041_03.jpg,173_03,041_03,041_03,173_03
OpenCV_041_08_vs_044_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/041_08-vs-044_08.jpg,MAD22/original_sorted/BonaFide/041_08.jpg,MAD22/original_sorted/BonaFide/044_08.jpg,041_08,044_08,041_08,044_08
OpenCV_041_08_vs_044_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/041_08-vs-044_08.jpg,MAD22/original_sorted/BonaFide/044_08.jpg,MAD22/original_sorted/BonaFide/041_08.jpg,044_08,041_08,041_08,044_08
OpenCV_041_08_vs_069_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/041_08-vs-069_08.jpg,MAD22/original_sorted/BonaFide/041_08.jpg,MAD22/original_sorted/BonaFide/069_08.jpg,041_08,069_08,041_08,069_08
OpenCV_041_08_vs_069_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/041_08-vs-069_08.jpg,MAD22/original_sorted/BonaFide/069_08.jpg,MAD22/original_sorted/BonaFide/041_08.jpg,069_08,041_08,041_08,069_08
OpenCV_041_08_vs_143_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/041_08-vs-143_08.jpg,MAD22/original_sorted/BonaFide/041_08.jpg,MAD22/original_sorted/BonaFide/143_08.jpg,041_08,143_08,041_08,143_08
OpenCV_041_08_vs_143_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/041_08-vs-143_08.jpg,MAD22/original_sorted/BonaFide/143_08.jpg,MAD22/original_sorted/BonaFide/041_08.jpg,143_08,041_08,041_08,143_08
OpenCV_042_03_vs_115_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/042_03-vs-115_03.jpg,MAD22/original_sorted/BonaFide/042_03.jpg,MAD22/original_sorted/BonaFide/115_03.jpg,042_03,115_03,042_03,115_03
OpenCV_042_03_vs_115_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/042_03-vs-115_03.jpg,MAD22/original_sorted/BonaFide/115_03.jpg,MAD22/original_sorted/BonaFide/042_03.jpg,115_03,042_03,042_03,115_03
OpenCV_042_03_vs_137_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/042_03-vs-137_03.jpg,MAD22/original_sorted/BonaFide/042_03.jpg,MAD22/original_sorted/BonaFide/137_03.jpg,042_03,137_03,042_03,137_03
OpenCV_042_03_vs_137_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/042_03-vs-137_03.jpg,MAD22/original_sorted/BonaFide/137_03.jpg,MAD22/original_sorted/BonaFide/042_03.jpg,137_03,042_03,042_03,137_03
OpenCV_042_03_vs_141_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/042_03-vs-141_03.jpg,MAD22/original_sorted/BonaFide/042_03.jpg,MAD22/original_sorted/BonaFide/141_03.jpg,042_03,141_03,042_03,141_03
OpenCV_042_03_vs_141_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/042_03-vs-141_03.jpg,MAD22/original_sorted/BonaFide/141_03.jpg,MAD22/original_sorted/BonaFide/042_03.jpg,141_03,042_03,042_03,141_03
OpenCV_042_08_vs_045_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/042_08-vs-045_08.jpg,MAD22/original_sorted/BonaFide/042_08.jpg,MAD22/original_sorted/BonaFide/045_08.jpg,042_08,045_08,042_08,045_08
OpenCV_042_08_vs_045_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/042_08-vs-045_08.jpg,MAD22/original_sorted/BonaFide/045_08.jpg,MAD22/original_sorted/BonaFide/042_08.jpg,045_08,042_08,042_08,045_08
OpenCV_042_08_vs_115_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/042_08-vs-115_08.jpg,MAD22/original_sorted/BonaFide/042_08.jpg,MAD22/original_sorted/BonaFide/115_08.jpg,042_08,115_08,042_08,115_08
OpenCV_042_08_vs_115_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/042_08-vs-115_08.jpg,MAD22/original_sorted/BonaFide/115_08.jpg,MAD22/original_sorted/BonaFide/042_08.jpg,115_08,042_08,042_08,115_08
OpenCV_042_08_vs_140_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/042_08-vs-140_08.jpg,MAD22/original_sorted/BonaFide/042_08.jpg,MAD22/original_sorted/BonaFide/140_08.jpg,042_08,140_08,042_08,140_08
OpenCV_042_08_vs_140_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/042_08-vs-140_08.jpg,MAD22/original_sorted/BonaFide/140_08.jpg,MAD22/original_sorted/BonaFide/042_08.jpg,140_08,042_08,042_08,140_08
OpenCV_042_08_vs_141_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/042_08-vs-141_08.jpg,MAD22/original_sorted/BonaFide/042_08.jpg,MAD22/original_sorted/BonaFide/141_08.jpg,042_08,141_08,042_08,141_08
OpenCV_042_08_vs_141_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/042_08-vs-141_08.jpg,MAD22/original_sorted/BonaFide/141_08.jpg,MAD22/original_sorted/BonaFide/042_08.jpg,141_08,042_08,042_08,141_08
OpenCV_043_03_vs_092_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/043_03-vs-092_03.jpg,MAD22/original_sorted/BonaFide/043_03.jpg,MAD22/original_sorted/BonaFide/092_03.jpg,043_03,092_03,043_03,092_03
OpenCV_043_03_vs_092_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/043_03-vs-092_03.jpg,MAD22/original_sorted/BonaFide/092_03.jpg,MAD22/original_sorted/BonaFide/043_03.jpg,092_03,043_03,043_03,092_03
OpenCV_043_03_vs_172_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/043_03-vs-172_03.jpg,MAD22/original_sorted/BonaFide/043_03.jpg,MAD22/original_sorted/BonaFide/172_03.jpg,043_03,172_03,043_03,172_03
OpenCV_043_03_vs_172_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/043_03-vs-172_03.jpg,MAD22/original_sorted/BonaFide/172_03.jpg,MAD22/original_sorted/BonaFide/043_03.jpg,172_03,043_03,043_03,172_03
OpenCV_043_08_vs_044_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/043_08-vs-044_08.jpg,MAD22/original_sorted/BonaFide/043_08.jpg,MAD22/original_sorted/BonaFide/044_08.jpg,043_08,044_08,043_08,044_08
OpenCV_043_08_vs_044_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/043_08-vs-044_08.jpg,MAD22/original_sorted/BonaFide/044_08.jpg,MAD22/original_sorted/BonaFide/043_08.jpg,044_08,043_08,043_08,044_08
OpenCV_043_08_vs_045_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/043_08-vs-045_08.jpg,MAD22/original_sorted/BonaFide/043_08.jpg,MAD22/original_sorted/BonaFide/045_08.jpg,043_08,045_08,043_08,045_08
OpenCV_043_08_vs_045_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/043_08-vs-045_08.jpg,MAD22/original_sorted/BonaFide/045_08.jpg,MAD22/original_sorted/BonaFide/043_08.jpg,045_08,043_08,043_08,045_08
OpenCV_043_08_vs_123_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/043_08-vs-123_08.jpg,MAD22/original_sorted/BonaFide/043_08.jpg,MAD22/original_sorted/BonaFide/123_08.jpg,043_08,123_08,043_08,123_08
OpenCV_043_08_vs_123_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/043_08-vs-123_08.jpg,MAD22/original_sorted/BonaFide/123_08.jpg,MAD22/original_sorted/BonaFide/043_08.jpg,123_08,043_08,043_08,123_08
OpenCV_043_08_vs_172_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/043_08-vs-172_08.jpg,MAD22/original_sorted/BonaFide/043_08.jpg,MAD22/original_sorted/BonaFide/172_08.jpg,043_08,172_08,043_08,172_08
OpenCV_043_08_vs_172_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/043_08-vs-172_08.jpg,MAD22/original_sorted/BonaFide/172_08.jpg,MAD22/original_sorted/BonaFide/043_08.jpg,172_08,043_08,043_08,172_08
OpenCV_044_03_vs_067_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/044_03-vs-067_03.jpg,MAD22/original_sorted/BonaFide/044_03.jpg,MAD22/original_sorted/BonaFide/067_03.jpg,044_03,067_03,044_03,067_03
OpenCV_044_03_vs_067_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/044_03-vs-067_03.jpg,MAD22/original_sorted/BonaFide/067_03.jpg,MAD22/original_sorted/BonaFide/044_03.jpg,067_03,044_03,044_03,067_03
OpenCV_044_03_vs_082_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/044_03-vs-082_03.jpg,MAD22/original_sorted/BonaFide/044_03.jpg,MAD22/original_sorted/BonaFide/082_03.jpg,044_03,082_03,044_03,082_03
OpenCV_044_03_vs_082_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/044_03-vs-082_03.jpg,MAD22/original_sorted/BonaFide/082_03.jpg,MAD22/original_sorted/BonaFide/044_03.jpg,082_03,044_03,044_03,082_03
OpenCV_044_03_vs_115_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/044_03-vs-115_03.jpg,MAD22/original_sorted/BonaFide/044_03.jpg,MAD22/original_sorted/BonaFide/115_03.jpg,044_03,115_03,044_03,115_03
OpenCV_044_03_vs_115_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/044_03-vs-115_03.jpg,MAD22/original_sorted/BonaFide/115_03.jpg,MAD22/original_sorted/BonaFide/044_03.jpg,115_03,044_03,044_03,115_03
OpenCV_044_03_vs_173_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/044_03-vs-173_03.jpg,MAD22/original_sorted/BonaFide/044_03.jpg,MAD22/original_sorted/BonaFide/173_03.jpg,044_03,173_03,044_03,173_03
OpenCV_044_03_vs_173_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/044_03-vs-173_03.jpg,MAD22/original_sorted/BonaFide/173_03.jpg,MAD22/original_sorted/BonaFide/044_03.jpg,173_03,044_03,044_03,173_03
OpenCV_044_08_vs_061_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/044_08-vs-061_08.jpg,MAD22/original_sorted/BonaFide/044_08.jpg,MAD22/original_sorted/BonaFide/061_08.jpg,044_08,061_08,044_08,061_08
OpenCV_044_08_vs_061_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/044_08-vs-061_08.jpg,MAD22/original_sorted/BonaFide/061_08.jpg,MAD22/original_sorted/BonaFide/044_08.jpg,061_08,044_08,044_08,061_08
OpenCV_044_08_vs_082_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/044_08-vs-082_08.jpg,MAD22/original_sorted/BonaFide/044_08.jpg,MAD22/original_sorted/BonaFide/082_08.jpg,044_08,082_08,044_08,082_08
OpenCV_044_08_vs_082_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/044_08-vs-082_08.jpg,MAD22/original_sorted/BonaFide/082_08.jpg,MAD22/original_sorted/BonaFide/044_08.jpg,082_08,044_08,044_08,082_08
OpenCV_044_08_vs_115_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/044_08-vs-115_08.jpg,MAD22/original_sorted/BonaFide/044_08.jpg,MAD22/original_sorted/BonaFide/115_08.jpg,044_08,115_08,044_08,115_08
OpenCV_044_08_vs_115_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/044_08-vs-115_08.jpg,MAD22/original_sorted/BonaFide/115_08.jpg,MAD22/original_sorted/BonaFide/044_08.jpg,115_08,044_08,044_08,115_08
OpenCV_045_08_vs_063_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/045_08-vs-063_08.jpg,MAD22/original_sorted/BonaFide/045_08.jpg,MAD22/original_sorted/BonaFide/063_08.jpg,045_08,063_08,045_08,063_08
OpenCV_045_08_vs_063_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/045_08-vs-063_08.jpg,MAD22/original_sorted/BonaFide/063_08.jpg,MAD22/original_sorted/BonaFide/045_08.jpg,063_08,045_08,045_08,063_08
OpenCV_045_08_vs_082_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/045_08-vs-082_08.jpg,MAD22/original_sorted/BonaFide/045_08.jpg,MAD22/original_sorted/BonaFide/082_08.jpg,045_08,082_08,045_08,082_08
OpenCV_045_08_vs_082_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/045_08-vs-082_08.jpg,MAD22/original_sorted/BonaFide/082_08.jpg,MAD22/original_sorted/BonaFide/045_08.jpg,082_08,045_08,045_08,082_08
OpenCV_045_08_vs_123_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/045_08-vs-123_08.jpg,MAD22/original_sorted/BonaFide/045_08.jpg,MAD22/original_sorted/BonaFide/123_08.jpg,045_08,123_08,045_08,123_08
OpenCV_045_08_vs_123_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/045_08-vs-123_08.jpg,MAD22/original_sorted/BonaFide/123_08.jpg,MAD22/original_sorted/BonaFide/045_08.jpg,123_08,045_08,045_08,123_08
OpenCV_045_08_vs_128_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/045_08-vs-128_08.jpg,MAD22/original_sorted/BonaFide/045_08.jpg,MAD22/original_sorted/BonaFide/128_08.jpg,045_08,128_08,045_08,128_08
OpenCV_045_08_vs_128_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/045_08-vs-128_08.jpg,MAD22/original_sorted/BonaFide/128_08.jpg,MAD22/original_sorted/BonaFide/045_08.jpg,128_08,045_08,045_08,128_08
OpenCV_045_08_vs_140_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/045_08-vs-140_08.jpg,MAD22/original_sorted/BonaFide/045_08.jpg,MAD22/original_sorted/BonaFide/140_08.jpg,045_08,140_08,045_08,140_08
OpenCV_045_08_vs_140_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/045_08-vs-140_08.jpg,MAD22/original_sorted/BonaFide/140_08.jpg,MAD22/original_sorted/BonaFide/045_08.jpg,140_08,045_08,045_08,140_08
OpenCV_045_08_vs_143_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/045_08-vs-143_08.jpg,MAD22/original_sorted/BonaFide/045_08.jpg,MAD22/original_sorted/BonaFide/143_08.jpg,045_08,143_08,045_08,143_08
OpenCV_045_08_vs_143_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/045_08-vs-143_08.jpg,MAD22/original_sorted/BonaFide/143_08.jpg,MAD22/original_sorted/BonaFide/045_08.jpg,143_08,045_08,045_08,143_08
OpenCV_061_03_vs_121_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/061_03-vs-121_03.jpg,MAD22/original_sorted/BonaFide/061_03.jpg,MAD22/original_sorted/BonaFide/121_03.jpg,061_03,121_03,061_03,121_03
OpenCV_061_03_vs_121_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/061_03-vs-121_03.jpg,MAD22/original_sorted/BonaFide/121_03.jpg,MAD22/original_sorted/BonaFide/061_03.jpg,121_03,061_03,061_03,121_03
OpenCV_061_03_vs_125_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/061_03-vs-125_03.jpg,MAD22/original_sorted/BonaFide/061_03.jpg,MAD22/original_sorted/BonaFide/125_03.jpg,061_03,125_03,061_03,125_03
OpenCV_061_03_vs_125_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/061_03-vs-125_03.jpg,MAD22/original_sorted/BonaFide/125_03.jpg,MAD22/original_sorted/BonaFide/061_03.jpg,125_03,061_03,061_03,125_03
OpenCV_061_03_vs_141_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/061_03-vs-141_03.jpg,MAD22/original_sorted/BonaFide/061_03.jpg,MAD22/original_sorted/BonaFide/141_03.jpg,061_03,141_03,061_03,141_03
OpenCV_061_03_vs_141_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/061_03-vs-141_03.jpg,MAD22/original_sorted/BonaFide/141_03.jpg,MAD22/original_sorted/BonaFide/061_03.jpg,141_03,061_03,061_03,141_03
OpenCV_061_03_vs_142_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/061_03-vs-142_03.jpg,MAD22/original_sorted/BonaFide/061_03.jpg,MAD22/original_sorted/BonaFide/142_03.jpg,061_03,142_03,061_03,142_03
OpenCV_061_03_vs_142_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/061_03-vs-142_03.jpg,MAD22/original_sorted/BonaFide/142_03.jpg,MAD22/original_sorted/BonaFide/061_03.jpg,142_03,061_03,061_03,142_03
OpenCV_061_08_vs_121_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/061_08-vs-121_08.jpg,MAD22/original_sorted/BonaFide/061_08.jpg,MAD22/original_sorted/BonaFide/121_08.jpg,061_08,121_08,061_08,121_08
OpenCV_061_08_vs_121_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/061_08-vs-121_08.jpg,MAD22/original_sorted/BonaFide/121_08.jpg,MAD22/original_sorted/BonaFide/061_08.jpg,121_08,061_08,061_08,121_08
OpenCV_061_08_vs_125_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/061_08-vs-125_08.jpg,MAD22/original_sorted/BonaFide/061_08.jpg,MAD22/original_sorted/BonaFide/125_08.jpg,061_08,125_08,061_08,125_08
OpenCV_061_08_vs_125_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/061_08-vs-125_08.jpg,MAD22/original_sorted/BonaFide/125_08.jpg,MAD22/original_sorted/BonaFide/061_08.jpg,125_08,061_08,061_08,125_08
OpenCV_061_08_vs_141_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/061_08-vs-141_08.jpg,MAD22/original_sorted/BonaFide/061_08.jpg,MAD22/original_sorted/BonaFide/141_08.jpg,061_08,141_08,061_08,141_08
OpenCV_061_08_vs_141_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/061_08-vs-141_08.jpg,MAD22/original_sorted/BonaFide/141_08.jpg,MAD22/original_sorted/BonaFide/061_08.jpg,141_08,061_08,061_08,141_08
OpenCV_062_03_vs_118_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/062_03-vs-118_03.jpg,MAD22/original_sorted/BonaFide/062_03.jpg,MAD22/original_sorted/BonaFide/118_03.jpg,062_03,118_03,062_03,118_03
OpenCV_062_03_vs_118_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/062_03-vs-118_03.jpg,MAD22/original_sorted/BonaFide/118_03.jpg,MAD22/original_sorted/BonaFide/062_03.jpg,118_03,062_03,062_03,118_03
OpenCV_062_08_vs_064_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/062_08-vs-064_08.jpg,MAD22/original_sorted/BonaFide/062_08.jpg,MAD22/original_sorted/BonaFide/064_08.jpg,062_08,064_08,062_08,064_08
OpenCV_062_08_vs_064_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/062_08-vs-064_08.jpg,MAD22/original_sorted/BonaFide/064_08.jpg,MAD22/original_sorted/BonaFide/062_08.jpg,064_08,062_08,062_08,064_08
OpenCV_062_08_vs_066_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/062_08-vs-066_08.jpg,MAD22/original_sorted/BonaFide/062_08.jpg,MAD22/original_sorted/BonaFide/066_08.jpg,062_08,066_08,062_08,066_08
OpenCV_062_08_vs_066_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/062_08-vs-066_08.jpg,MAD22/original_sorted/BonaFide/066_08.jpg,MAD22/original_sorted/BonaFide/062_08.jpg,066_08,062_08,062_08,066_08
OpenCV_062_08_vs_083_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/062_08-vs-083_08.jpg,MAD22/original_sorted/BonaFide/062_08.jpg,MAD22/original_sorted/BonaFide/083_08.jpg,062_08,083_08,062_08,083_08
OpenCV_062_08_vs_083_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/062_08-vs-083_08.jpg,MAD22/original_sorted/BonaFide/083_08.jpg,MAD22/original_sorted/BonaFide/062_08.jpg,083_08,062_08,062_08,083_08
OpenCV_062_08_vs_094_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/062_08-vs-094_08.jpg,MAD22/original_sorted/BonaFide/062_08.jpg,MAD22/original_sorted/BonaFide/094_08.jpg,062_08,094_08,062_08,094_08
OpenCV_062_08_vs_094_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/062_08-vs-094_08.jpg,MAD22/original_sorted/BonaFide/094_08.jpg,MAD22/original_sorted/BonaFide/062_08.jpg,094_08,062_08,062_08,094_08
OpenCV_062_08_vs_099_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/062_08-vs-099_08.jpg,MAD22/original_sorted/BonaFide/062_08.jpg,MAD22/original_sorted/BonaFide/099_08.jpg,062_08,099_08,062_08,099_08
OpenCV_062_08_vs_099_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/062_08-vs-099_08.jpg,MAD22/original_sorted/BonaFide/099_08.jpg,MAD22/original_sorted/BonaFide/062_08.jpg,099_08,062_08,062_08,099_08
OpenCV_062_08_vs_102_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/062_08-vs-102_08.jpg,MAD22/original_sorted/BonaFide/062_08.jpg,MAD22/original_sorted/BonaFide/102_08.jpg,062_08,102_08,062_08,102_08
OpenCV_062_08_vs_102_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/062_08-vs-102_08.jpg,MAD22/original_sorted/BonaFide/102_08.jpg,MAD22/original_sorted/BonaFide/062_08.jpg,102_08,062_08,062_08,102_08
OpenCV_062_08_vs_118_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/062_08-vs-118_08.jpg,MAD22/original_sorted/BonaFide/062_08.jpg,MAD22/original_sorted/BonaFide/118_08.jpg,062_08,118_08,062_08,118_08
